READ	0	1073887232	262912	134226424	4	0.00535893440246582
WRITE	1	1073887232	262912	134226424	4	0.01005411148071289
READ	2	1073887240	0	134226424	4	0.015226125717163086
WRITE	3	1073887240	0	134226424	4	0.020203113555908203
READ	4	1073887232	262912	134226424	4	0.023679018020629883
WRITE	5	1073887232	262912	134226424	4	0.030028104782104492
READ	6	1073887232	262912	134226424	4	0.03526711463928223
WRITE	7	1073887232	768	134226424	4	0.04246711730957031
READ	8	1073887240	0	134226424	4	0.046482086181640625
WRITE	9	1073887240	0	134226424	4	0.051833152770996094
WRITE	10	1073887244	0	134226424	4	0.05828404426574707
READ	11	1073887240	0	134226804	4	0.06388401985168457
READ	12	1073887236	8368227	134226904	4	0.06882214546203613
READ	13	1073887240	0	134226884	4	0.07465505599975586
READ	14	1073888256	0	134222908	4	0.08016610145568848
WRITE	15	1073888256	4	134222908	4	0.08510899543762207
READ	16	1073888256	4	134222908	4	0.09064793586730957
WRITE	17	1073888256	6	134222908	4	0.09551501274108887
READ	18	1073887240	0	134225452	4	0.1006629467010498
READ	19	1073887240	0	134225452	4	0.10474109649658203
READ	20	1073887240	0	134225452	4	0.10931992530822754
READ	21	1073887240	0	134225452	4	0.11365008354187012
READ	22	1073888256	6	134225452	4	0.11933612823486328
READ	23	1073887240	0	134225356	4	0.12479305267333984
READ	24	1073887268	0	134219692	4	0.1287081241607666
WRITE	25	1073887268	8	134219692	4	0.1340961456298828
READ	26	1073887268	8	134219692	4	0.1376030445098877
READ	27	1073887256	0	134219692	4	0.14317893981933594
WRITE	28	1073887256	8	134219692	4	0.14866304397583008
READ	29	1073887256	8	134219692	4	0.1523749828338623
WRITE	30	1073887256	0	134219692	4	0.15871000289916992
READ	31	1073744896	0	134225512	4	0.16387200355529785
WRITE	32	1073744896	0	134225610	4	0.17023301124572754
WRITE	33	1073744940	4294967295	134225610	4	0.1742250919342041
WRITE	34	1073744936	1	134225610	4	0.17878103256225586
WRITE	35	1073744916	1	134225610	4	0.18440699577331543
READ	36	1073744928	0	134225644	4	0.1883249282836914
WRITE	37	1073744928	0	134225644	4	0.1947791576385498
READ	38	1073744928	0	134225644	4	0.19844603538513184
WRITE	39	1073744928	1	134225644	4	0.20246315002441406
READ	40	1073744896	0	134225734	4	0.2077319622039795
WRITE	41	1073744896	1	134225734	4	0.2140951156616211
READ	42	1073744928	1	134225748	4	0.2186579704284668
WRITE	43	1073744928	1	134225748	4	0.22293806076049805
READ	44	1073744928	1	134225748	4	0.22551512718200684
WRITE	45	1073744928	17	134225748	4	0.2323470115661621
READ	46	1073744896	1	134225734	4	0.23581695556640625
WRITE	47	1073744896	1	134225734	4	0.24193906784057617
READ	48	1073744932	33103	134219804	4	0.24497509002685547
WRITE	49	1073744952	34103	134219804	4	0.24902606010437012
READ	50	1073744908	0	134219804	4	0.2534170150756836
WRITE	51	1073744908	4	134219804	4	0.2574610710144043
READ	52	1073887232	768	134226496	4	0.262814998626709
READ	53	1073887268	8	134226530	4	0.26753807067871094
WRITE	54	1073887268	268435464	134226530	4	0.27323412895202637
READ	55	1073887268	268435464	134226530	4	0.27718615531921387
READ	56	1073770496	4096	134226530	4	0.2808239459991455
WRITE	57	1073770496	2048	134226530	4	0.28464412689208984
READ	58	1073887240	0	134223372	4	0.28947997093200684
READ	59	1073887240	0	134223384	4	0.2949330806732178
READ	60	1073887232	768	134223588	4	0.29764795303344727
WRITE	61	1073887232	262912	134223594	4	0.3027031421661377
READ	62	1073887232	262912	134223458	4	0.3075129985809326
WRITE	63	1073887232	328448	134223458	4	0.3121521472930908
READ	64	1073887232	459520	134223470	4	0.31770801544189453
READ	65	1073887240	0	134224530	4	0.3201920986175537
READ	66	1073887232	459520	134224552	4	0.3255341053009033
WRITE	67	1073887232	459520	134224552	4	0.3293280601501465
READ	68	1073887232	459520	134224578	4	0.3345041275024414
READ	69	1073887240	0	134224610	4	0.3400099277496338
WRITE	70	1073887240	9502720	134224610	4	0.34397101402282715
READ	71	1073887232	459520	134224610	4	0.3479781150817871
WRITE	72	1073887232	17236736	134224610	4	0.3517129421234131
READ	73	1073887232	50791168	134224660	4	0.35717105865478516
READ	74	1073888256	6	134224944	4	0.360914945602417
READ	75	1073888256	6	134225062	4	0.36491894721984863
WRITE	76	1073888256	6	134225062	4	0.3715810775756836
READ	77	1073888256	6	134225062	4	0.37643003463745117
WRITE	78	1073888256	7	134225062	4	0.38150811195373535
READ	79	1073888256	7	134225062	4	0.38406801223754883
READ	80	1073887240	9502720	134225100	4	0.38791704177856445
WRITE	81	1073887240	9502720	134225100	4	0.39286208152770996
READ	82	1073887232	50791168	134225128	4	0.3973259925842285
READ	83	1073887240	9502720	134225154	4	0.40233492851257324
WRITE	84	1073887240	9502723	134225154	4	0.406527042388916
READ	85	1073887240	9502735	134225234	4	0.41073107719421387
READ	86	1073888256	7	134224974	4	0.4150080680847168
READ	87	1073887240	9502735	134225322	4	0.4197230339050293
WRITE	88	1073887240	9502735	134225322	4	0.4251749515533447
READ	89	1073887240	9502735	134225000	4	0.4304771423339844
WRITE	90	1073887240	9502735	134225000	4	0.4353151321411133
READ	91	1073887240	9502735	134224804	4	0.44095301628112793
READ	92	1073887240	9502735	134224834	4	0.4458811283111572
READ	93	1073887240	9502735	134225020	4	0.4500131607055664
READ	94	1073887240	9502735	134225452	4	0.45293402671813965
READ	95	1073887240	9502735	134225452	4	0.4558420181274414
READ	96	1073887240	9502735	134225452	4	0.4605109691619873
READ	97	1073887240	9502735	134225452	4	0.4630570411682129
READ	98	1073888256	7	134225452	4	0.4670989513397217
READ	99	1073887240	9502735	134225356	4	0.4697120189666748
READ	100	1073887268	268435464	134219692	4	0.4728670120239258
WRITE	101	1073887268	268435464	134219692	4	0.47804903984069824
READ	102	1073887268	268435464	134219692	4	0.4832620620727539
READ	103	1073887256	0	134219692	4	0.48596715927124023
WRITE	104	1073887256	8	134219692	4	0.4907341003417969
READ	105	1073887256	8	134219692	4	0.4945800304412842
WRITE	106	1073887256	0	134219692	4	0.49852895736694336
READ	107	1073744896	0	134225694	4	0.5035531520843506
WRITE	108	1073744896	0	134225694	4	0.510113000869751
WRITE	109	1073744940	4294967295	134225694	4	0.5159850120544434
WRITE	110	1073744936	31	134225694	4	0.5198869705200195
WRITE	111	1073744916	1	134225694	4	0.5246231555938721
READ	112	1073744928	0	134225748	4	0.5288751125335693
WRITE	113	1073744928	0	134225748	4	0.5330579280853271
READ	114	1073744928	0	134225748	4	0.5365819931030273
WRITE	115	1073744928	1	134225748	4	0.5428519248962402
READ	116	1073744896	0	134225734	4	0.5469779968261719
WRITE	117	1073744896	1	134225734	4	0.5512421131134033
READ	118	1073744928	1	134225748	4	0.5561800003051758
WRITE	119	1073744928	1	134225748	4	0.5611419677734375
READ	120	1073744928	1	134225748	4	0.5648689270019531
WRITE	121	1073744928	17	134225748	4	0.5687379837036133
READ	122	1073744896	1	134225734	4	0.5716590881347656
WRITE	123	1073744896	1	134225734	4	0.5754599571228027
READ	124	1073744932	28666	134219804	4	0.5808920860290527
WRITE	125	1073744952	29666	134219804	4	0.5870089530944824
READ	126	1073744908	0	134219804	4	0.589663028717041
WRITE	127	1073744908	4	134219804	4	0.5951731204986572
READ	128	1073887240	9502735	134226804	4	0.6023941040039062
READ	129	1073887240	9502735	134226848	4	0.6072440147399902
READ	130	1073887240	9502735	134226848	4	0.6119821071624756
READ	131	1073887240	9502735	134226848	4	0.6152350902557373
READ	132	1073887240	9502735	134226848	4	0.620535135269165
READ	133	1073887256	0	134222348	4	0.6270480155944824
WRITE	134	1073887256	131072	134222348	4	0.6307921409606934
READ	135	1073887256	131072	134222348	4	0.6346981525421143
WRITE	136	1073887256	0	134222348	4	0.6404290199279785
READ	137	1073887268	268435464	134222348	4	0.643996000289917
WRITE	138	1073887268	268566536	134222348	4	0.6479990482330322
READ	139	1073887268	268566536	134222348	4	0.6520500183105469
READ	140	1073887260	32768	134219136	4	0.6571991443634033
WRITE	141	1073887260	32769	134219136	4	0.6620690822601318
READ	142	1073887260	32769	134219136	4	0.6677050590515137
READ	143	1073872904	201326592	134221376	4	0.6727190017700195
WRITE	144	1073872904	201326624	134221376	4	0.6794390678405762
READ	145	1073872928	0	134221566	4	0.6833600997924805
WRITE	146	1073872928	1792	134221566	4	0.6882960796356201
READ	147	1073872896	2818572288	134221490	4	0.6940410137176514
WRITE	148	1073872896	2818572320	134221490	4	0.6981010437011719
READ	149	1073872900	0	134221538	4	0.7031540870666504
WRITE	150	1073872900	0	134221538	4	0.7074310779571533
READ	151	1073872908	1677721600	134221278	4	0.7110011577606201
WRITE	152	1073872908	1677721616	134221278	4	0.7167279720306396
READ	153	1073887260	32769	134219136	4	0.7205109596252441
WRITE	154	1073887260	32769	134219136	4	0.7255189418792725
READ	155	1073887260	32769	134219136	4	0.7282941341400146
READ	156	1073872896	2818572320	134221678	4	0.734450101852417
READ	157	1073872900	0	134221714	4	0.7395379543304443
WRITE	158	1073872900	0	134221742	4	0.7446060180664062
READ	159	1073872908	1677721616	134221278	4	0.7496421337127686
WRITE	160	1073872908	1677721600	134221278	4	0.754608154296875
READ	161	1073887260	32769	134219136	4	0.7596240043640137
WRITE	162	1073887260	32769	134219136	4	0.764894962310791
READ	163	1073887260	32769	134219136	4	0.7695419788360596
READ	164	1073872904	201326624	134221376	4	0.7723629474639893
WRITE	165	1073872904	201326752	134221376	4	0.7763209342956543
READ	166	1073872928	1792	134221436	4	0.7804970741271973
WRITE	167	1073872928	30464	134221436	4	0.7842240333557129
READ	168	1073872896	2818572320	134221436	4	0.7872800827026367
WRITE	169	1073872896	2818572448	134221436	4	0.7921879291534424
READ	170	1073872900	0	134221436	4	0.7956061363220215
WRITE	171	1073872900	0	134221436	4	0.801577091217041
READ	172	1073872908	1677721600	134221436	4	0.8070001602172852
WRITE	173	1073872908	1677721664	134221436	4	0.8118009567260742
READ	174	1073887260	32769	134219136	4	0.8179409503936768
WRITE	175	1073887260	32769	134219136	4	0.8215880393981934
READ	176	1073887260	32769	134219136	4	0.8269610404968262
READ	177	1073872896	2818572448	134221678	4	0.8309171199798584
READ	178	1073872900	0	134221678	4	0.8344991207122803
WRITE	179	1073872900	0	134221678	4	0.8400239944458008
READ	180	1073872908	1677721664	134221678	4	0.8445389270782471
WRITE	181	1073872908	1677721600	134221678	4	0.8480501174926758
READ	182	1073887260	32769	134219136	4	0.8533279895782471
WRITE	183	1073887260	32769	134219136	4	0.8596301078796387
READ	184	1073887260	32769	134219136	4	0.8637349605560303
READ	185	1073872896	2818572448	134221678	4	0.8677301406860352
READ	186	1073872900	0	134221678	4	0.8742640018463135
WRITE	187	1073872900	0	134221678	4	0.8793210983276367
READ	188	1073872908	1677721600	134221322	4	0.8834271430969238
WRITE	189	1073872908	1677721616	134221322	4	0.8878991603851318
READ	190	1073887260	32769	134219136	4	0.8931641578674316
WRITE	191	1073887260	32769	134219136	4	0.8983111381530762
READ	192	1073887260	32769	134219136	4	0.902428150177002
READ	193	1073872896	2818572448	134221678	4	0.9063551425933838
READ	194	1073872900	0	134221678	4	0.9087600708007812
WRITE	195	1073872900	0	134221678	4	0.913661003112793
